overview,vote_average,length,unique_words
a group of young film students run into reallife zombies while filming a horror movie of their own,5.4,18,16
a hilarious underworld gangster known as munna bhai falls comically in love with a radio host by the name of jahnvi who runs an elders home which is taken over by an unscrupulous builder who gets the residents kicked out ironically with the help of munnas sidekick circuit while munna is busy romancing jahnvi elsewhere,7.6,55,44
an elderly beekeeper and vietnam vet must rescue his daughterinlaw and protect his grandchildren from killers,6.5,16,14
while traveling with his father young alec becomes fascinated by a mysterious arabian stallion that is brought on board and stabled in the ship he is sailing on when it tragically sinks both he and the horse survive only to be stranded on a deserted island he befriends it so when finally rescued both return to his home where they soon meet henry dailey a once successful trainer together they begin training the horse to race against the fastest ones in the world,7.0,83,62
a ghost hunter uses bottles to capture troublesome spirits,9.5,9,9
a danish crew of misfits travel to saturn in search for natural resources however the planet is colonized by a ruthless army of aliens that turn their eye on earth and invade denmark thus the crew change their mission to liberate denmark,4.9,42,35
guns donovan prefers carousing with his pals doc dedham and boats gilhooley until dedhams highsociety daughter amelia shows up in their south seas paradise,6.0,24,24
the story of a summer dress and those who have to do with it especially the train conductor played by van warmerdam the director the dress functions as catalyst for the whimsical events which turns out to be either tragic or hilarious,7.0,42,36
pete sandidge tracy a daredevil bomber pilot dies when he crashes his plane into a german aircraft carrier leaving his devoted girlfriend dorinda irene dunne who is also a pilot heartbroken in heaven pete receives a new assignment he is to become the guardian angel for ted randall van johnson a young army flyer invisibly pete guides ted through flight school and into combat but the ectoplasmic mentors tolerance is tested when ted falls for dorinda ultimately however pete not only comes to terms with their relationship but also acts as dorindas copilot when she undertakes a dangerous bombing raid so that ted wont have to remade by steven speilberg in  as always,6.0,113,85
a town  where everyone seems to be named johnson  is in the way of the railroad and in order to grab their land hedley lemar a politically connected nasty person sends in his henchmen to make the town unlivable after the sheriff is killed the town demands a new sheriff from the governor so hedley convinces him to send the town the first black sheriff in the west,7.2,68,45
after the crystal lake massacres jason is pronounced dead and taken to the hospital morgue where he is mysteriously revived allowing his diabolical killing spree to continue at the camp where the gruesome slaughtering began but this time in addition to terrified teenagers he meets a young boy named tommy who has a special talent for horror masks and make up leading up to a horrifying bloody battle has jason finally met his match,5.9,74,58
poland  anna is a novice an orphan brought up by nuns in a convent before she takes her vows she is determined to see wanda her only living relative wanda tells anna that anna is jewish both women embark on a journey not only to discover their tragic family story but who they really are and where they belong questioning their religions and beliefs,7.1,64,50
after his lover rejects him a young man trapped by the oppressiveness of edwardian society tries to come to terms with and accept his sexuality,7.1,25,23
an unemployed slacker lange inspires his softball teammates to improve their game so they wont get kicked out of the local league,5.3,22,22
riding giants is story about big wave surfers who have become heroes and legends in their sport directed by the skateboard guru stacy peralta,7.6,24,24
a man accidentally gets into a time machine and travels back in time nearly an hour finding himself will be the first of a series of disasters of unforeseeable consequences,7.0,30,25
an actionadventure story focused on the lives of express deliverymen traffic cops and lonely beauties,7.4,15,15
a weekend of camping in the mountains becomes an excursion into hell for a young couple who become pawns in a grotesque plot hatched by deranged locals,5.2,27,24
in  hollywood don lockwood and lina lamont are a famous onscreen romantic pair in silent movies but lina mistakes the onscreen romance for real love when their latest film is transformed into a musical don has the perfect voice for the songs but strident voice faces the studio to dub her voice aspiring actress kathy selden is brought in and while she is working on the movie don falls in love with her,7.8,73,52
 pounds overweight loaded up on steroids and suffering from a debilitating autoimmune disease joe cross is at the end of his rope and the end of his hope in the mirror he saw a lb man whose gut was bigger than a beach ball and a path laid out before him that wouldnt end well with one foot already in the grave the other wasnt far behind fat sick amp nearly dead is an inspiring film that chronicles joes personal mission to regain his health,7.1,85,68
a spoof of all the foundfootagedocumentary style films released in recent years,5.4,12,12
 obamas america takes audiences on a gripping visual journey into the heart of the worlds most powerful office to reveal the struggle of whether one mans past will redefine america over the next four years the film examines the question if obama wins a second term where will we be in   across the globe and in america people in  hungered for a leader who would unite and lift us from economic turmoil and war true to americas ideals they invested their hope in a new kind of president barack obama what they didnt know is that obama is a man with a past and in powerful ways that past defines himwho he is how he thinks and where he intends to take america and the world immersed in exotic locales across four continents best selling author dinesh dsouza races against time to find answers to obamas past and reveal where america will be in ,4.6,154,99
a pennsylvania band scores a hit in  and rides the starmaking machinery as long as it can with lots of help from its manager,6.8,24,22
dr daniel challis and ellie grimbridge stumble onto a gruesome murder scheme when ellies noveltysalesman father harry is killed while in possession of a strange mask made by the silver shamrock mask company the companys owner conal cochran wants to return halloween to its darker roots using his masks  and his unspeakable scheme would unleash death and destruction across the country,5.0,61,52
the world is shocked by the appearance of two talking chimpanzees who arrived mysteriously in a us spacecraft they become the toast of society but one man believes them to be a threat to the human race,6.3,37,31
hud bannon is a ruthless young man who tarnishes everything and everyone he touches hud represents the perfect embodiment of alienated youth out for kicks with no regard for the consequences there is bitter conflict between the callous hud and his stern and highly principled father homer huds nephew lon admires huds cheating ways though he soon becomes too aware of huds reckless amorality to bear him anymore in the world of the takers and the taken hud is a winner hes a cheat but he explains i always say the law was meant to be interpreted in a lenient manner,7.5,101,75
captures the laughter energy and mayhem from harts  let me explain concert tour which spanned  countries and  cities and generated over  million in ticket sales,7.1,25,23
in this loose adaptation of shakespeares henry iv mike waters river phoenix is a gay hustler afflicted with narcolepsy scott favor keanu reeves is the rebellious son of a mayor together the two travel from portland oregon to idaho and finally to the coast of italy in a quest to find mikes estranged mother along the way they turn tricks for money and drugs eventually attracting the attention of a wealthy benefactor and sexual deviant,7.1,75,59
andrew returns to his hometown for the funeral of his mother a journey that reconnects him with past friends the trip coincides with his decision to stop taking his powerful antidepressants a chance meeting with sam  a girl also suffering from various maladies  opens up the possibility of rekindling emotional attachments confronting his psychologist father and perhaps beginning a new life,7.1,61,48
a dialogue marathon of a film this fairytale love story of an american boy and french girl during a day and a night together in vienna their two hearts collide,7.7,30,25
one day for no apparent reason a cop kills  children the same day horror novelist thomas roy tries to commit suicide after cutting his fingers at first glance nothing seems to link the two events  until dr paul lacasse a disillusioned psychiatrist takes over the case prompted by his colleague jeanne a fan of thomas roy dr lacasse investigates the writers past hounded by a gossip columnist dr lacasse uncovers a series of troubling facts that bolster his convictions about the case as he tries to reassemble the pieces of the puzzle in order to better treat the famous writer dr lacasse is dragged further and further into a series of events with terrifying consequences,6.9,115,80
a young man turns from drug addiction and petty crime to a life redeemed by a discovery of compassion,6.7,19,17
a chineseamerican lesbian and her traditionalist mother are reluctant to go public with secret loves that clash against cultural expectations,6.8,20,20
the grind of daily life as a brick lane bangladessi as seen through the eyes of nazneen chatterjee who at  enters an arranged marriage with chanu kaushik years later living in east london with her family she meets a young man karim simpson,5.2,43,38
a delightful dramatic comedy a buddy picture and for good measure a heist film curmudgeonly old frank lives by himself his routine involves daily visits to his local library where he has a twinkle in his eye for the librarian his grown children are concerned about their fathers wellbeing and buy him a caretaker robot initially resistant to the idea frank soon appreciates the benefits of robotic support  like nutritious meals and a clean house  and eventually begins to treat his robot like a true companion with his robots assistance franks passion for his old unlawful profession is reignited for better or worse,6.8,103,77
a pedro almodovar production in which a fatally ill mother with only two months to live creates a list of things she wants to do before she dies with out telling her family of her illness,7.2,36,29
a hardpartying high school seniors philosophy on life changes when he meets the notsotypical nice girl,6.8,16,16
commentatorcomic bill maher plays devils advocate with religion as he talks to believers about their faith traveling around the world maher examines the tenets of christianity judaism and islam and raises questions about homosexuality proof of christs existence jewish sabbath laws violent muslim extremists,7.2,44,39
record high oil prices global warming and an insatiable demand for energy these issues define our generation the film exposes shocking connections between the auto industry the oil industry and the government while exploring alternative energies such as solar wind electricity and nonfoodbased biofuels,7.0,44,37
when a fatal kidnapping ignites a firestorm of suspicion and rage in idyllic  san jose california a hardnosed young reporter takes on the powersthatbe to prevent the lynching of two men he believes are innocent,7.0,35,31
alyssa is a troubled year old suspended from school a year after her mother has drowned her grandmother lucy at wits end decides to take alyssa to her father james whom alyssa thought was dead for years he studies dolphin communication at smiths point on the grand bahama island james has not known of alyssas existence and is clueless about parenthood the women arrive at the same time that james may lose his research operation to a tourist attraction father daughter dolphins and town are on a collision course alyssa and james get encouragement from jamess girlfriend and her father its the dolphins who can teach and alyssa who discovers how to listen,7.1,113,79
filmmaker and exchurch of jesus christ of latterday saints member reed cowan examines that churchs nationwide efforts to prevent the legalization of gay marriage  including californias proposition  which was passed by voters in  confidential church documents statements by highranking church officials and other sources detail  years of efforts to turn back gay rights particularly by the mormonsponsored national organization for marriage,5.5,61,49
an employee at an indian callcenter travels to san francisco to be with a guy she falls for over the phone,6.1,21,19
medical student paula henning wins a place at an exclusive heidelberg medical school when the body of a young man she met on the train turns up on her dissection table she begins to investigate the mysterious circumstances surrounding his death and uncovers a gruesome conspiracy perpetrated by an antihippocratic secret society operating within the school,6.1,56,46
set in a nearfuture militarized world marked by closed borders virtual labor and a global digital network that joins minds and experiences three strangers risk their lives to connect with each other and break the barriers of technology,6.0,38,35
after his wife falls under the influence of a drug dealer an everyday guy transforms himself into crimson bolt a superhero with the best intentions though he lacks for heroic skills,6.6,31,29
in this holiday romantic comedy a mysterious woman who works at the post office answering santas mail captures the heart of a disillusioned postal carrier,5.0,25,23
a fancy garden party turns into upper class prey when a colony of killer wasps mutates into seven foot tall predators,4.9,21,19
in a desolate community full of drugaddled marines and rumors of kidnapping a wildeyed stoner named lou wakes up after a crazy night of partying with symptoms of a strange illness and recurring visions as she struggles to get a grip on reality the stories of conspiracy spread,4.8,48,39
get on the bus follows several black men on a cross country bus trip to the million man march on the bus are an eclectic set of characters including a laid off aircraft worker a former gang banger a hollywood actor a cop who is of mixed racial background and a white bus driver all make the trek discussing issues surrounding the march manhood religion politics and race,7.0,68,51
innocent lives hang on the whim of an elusive psychopathic murderer whose strange riddles and impossible timelines force three people into a mission to end the game before one or all of them die,4.8,34,32
to test its topsecret human hibernation project the pentagon picks the most average americans it can find  an army private and a prostitute  and sends them to the year  after a series of freak events but when they arrive they find a civilization so dumbeddown that theyre the smartest people around,6.3,51,42
follows the early years of two unknown  year old amateur boxers who quickly fought their way to becoming the most feared and respected villains in all of london told through the eyes of a close friend that survived them we see them rise to infamy through drugs sex and murder,4.5,50,42
a story about a troubled boy growing up in england set in  he comes across a few skinheads on his way home from school after a fight they become his new best friends even like family based on experiences of director shane meadows,7.4,43,37
a group of friends awake one morning to find all electricity and power shut off and an immense alien aircraft hovering in the air above their heads suddenly this regular group of friends is battling to survive as the entire human race is threatened by the alien army hovering ominously above aliens announce a hostile takeover of earth by cutting off all power and communications prompting a small band of survivors to fight for the human race in this scifi actionadventure featuring jeanclaude van damme,3.1,85,59
a big splash in her first starring role esther williams is a teacher at a womens college  and wacky red skelton enrolls to be near her an astonishing flamesandfountains aquatic finale,7.0,31,28
carmen is a good student with a bad attitude who lives for dancing in the underground clubs of chicago she yearns to be somebody but is afraid to believe in herself her immigrant mexican workingclass parents want her to stay in school and get an education so she attends junior college while working at a grocery store carmens professor catches her performing one day in the neighborhood and challenges her to audition to a formal dance school in california she gets into a fight with her chaotic family and runs away to her best friend ginas place only to find out ginas been getting beat up by her boyfriend meanwhile carmens boyfriend jared wants her to commit and move in with him pulled apart in every direction her dream of dancing fades can carmen overcome her fears and take the biggest chance of her life or will she succumb to her selfdoubt,4.6,152,103
four guys best friends have grown up together in dancer texas pop  a tiny town in west texas years ago they made a solemn vow to leave town together as soon as they graduate now its that weekend and the time has come to put up or shut up the clock is ticking and as all  people in the town watch comment offer advice and place bets these four very different boys with unique backgrounds struggle with the biggest decision of their lives whether to stay or leave home,10.0,89,66
a dashing mississippi river gambler wins the affections of the daughter of the owner of the show boat,6.9,18,13
a tennesseeset drama focused on an individuals spiritual redemption,4.7,9,9
detective hazel micallef hasnt had much to worry about in the sleepy town of port dundas until a string of gruesome murders in the surrounding countryside brings her face to face with a serial killer driven by a higher calling,5.6,40,33
a group of dated appliances find themselves stranded in a summer home that their family had just sold decide to a la the incredible journey seek their young  year old master childrens film which on the surface is a frivolous fantasy but with a dark subtext of abandonment obsolescence and loneliness,6.7,51,44
walt disneys timeless masterpiece is an extravaganza of sight and sound see the music come to life hear the pictures burst into song and experience the excitement that is fantasia over and over again,7.2,34,28
after sneaking to a party with her friends yearold amber stevens goes missing forced into the world of sex trafficking her family and community fight to get her back inspired by actual events,0.0,33,30
an idyllic summer turns into a nightmare of unspeakable terror for yet another group of naive counselors ignoring camp crystal lakes bloody legacy one by one they fall victim to the maniacal jason who stalks them at every turn,5.7,39,37
homicidal maniac jason returns from the grave to cause more bloody mayhem young tommy may have escaped from crystal lake but hes still haunted by the gruesome events that happened there when gory murders start happening at the secluded halfway house for troubled teens where he now lives it seems like his nightmarish nemesis jason is back for more sadistic slaughters but as things spiral out of control and the body count rises tommy begins to wonder if hes become the killer he fears most,5.1,85,72
in seeking her own redemption from the one man of whom she is most afraid yearold cadi forbes discovers a secret sin haunting her community of welsh immigrants in s appalachia,6.2,31,28
when a pastor is shaken by the visible faith of a streetcorner preacher he is reminded that true belief always requires action his response ignites a journey that impacts everyone it touches in ways that only god could orchestrate,6.6,39,34
pro beach volleyball star kelly reyes faces challenges everyday fierce competitors the press but nothing could prepare her for him,5.7,20,20
mary rafferty comes from a poor family of steel mill workers in th century pittsburgh her family objects when she goes to work as a maid for the wealthy scott family which controls the mill mary catches the attention of handsome scion paul scott but their romance is complicated by pauls engagement to someone else and a bitter strike among the mill workers,5.8,63,49
after their plane crashes off the coast of a deserted pacific island the surviving members of an american soccer team find themselves in the most dire of circumstances with limited resources dwindling food supply and no rescue coming any time soon  team spirit evaporates as disagreements cause the group to separate into factions  a violent one lead by an unbalanced ruler and a compassionate one led by a selfless player,5.6,70,57
jimi chris bisson the chopra familys only son gets caught off guard when his highhanded parents saeed jaffrey and jamila massey announce an arranged marriage to simran jinder mahal a lovely girl from a respectable family problem is jimis gay so to hide his homosexuality he spins an evermore elaborate web of deceit  but how long can he conceal the truth,3.5,61,55
when neurotic struggling songwriter catherine browns life in new york city falls apart she is forced to confront her past when she spends the summer at her childhood home in woodstock,5.4,31,27
as a child jack brooks witnessed the brutal murder of his family now a young man he struggles with a pestering girlfriend therapy sessions that resolve nothing and night classes that barely hold his interest after unleashing an ancient curse jacks professor undergoes a transformation into something notquite human and jack is forced to confront some old demons along with a few new ones,5.7,64,55
its the hope that sustains the spirit of every gi the dream of the day when he will finally return home for three wwii veterans the day has arrived but for each man the dream is about to become a nightmare captain fred derry is returning to a loveless marriage sergeant al stephenson is a stranger to a family thats grown up without him and young sailor homer parrish is tormented by the loss of his hands can these three men find the courage to rebuild their world or are the best years of their lives a thing of the past,7.6,101,73
after finding himself at the constant abuse of his best friend bobby marty has become fed up with his friends twisted ways his girlfriend a victim of bobbys often cruel ways couldnt agree more and they strategize murdering bobby,6.7,39,34
when his mother who has sheltered him his entire  years dies elling a sensitive wouldbe poet is sent to live in a state institution there he meets kjell bjarne a gentle giant and femaleobsessed virgin in his s after two years the men are released and provided with a statefunded apartment and stipend with the hope they will be able to live on their own,7.0,65,52
a hatecrime has been committed in a the small city of braxton ny five migrant laborers have been beaten shot then ditched this will upset the delicate balance of an ethnically diverse populace,0.0,33,29
a television reporter and cameraman follow emergency workers into a dark apartment building and are quickly locked inside with something terrifying,7.1,21,19
lies in plain sight tells the story of eva and her blind cousin sofia martha higareda who were inseparable as children with eva the loyal companion who helped sofia through her tough adolescent years when eva suddenly commits suicide sofia rushes home to her father hector benito martinez and evas parents marisol rosie perez and rafael yul vsquez to find answers but the more she delves into evas life questioning her past boyfriends ethan chad michael murray and christian christoph sanders the more sofia realizes that their childhood was actually filled with dark disturbing secrets,4.5,95,76
the post war ii story of manhattan born mike esposito a practiced tailor of custom mens clothing a man of dignity and honor whose developing involvements with the italian mob wraps him up in a world of moral dilemma and clashing values,0.0,42,35
neighbors in a block wake one morning to find they have been sealed inside their apartments can they work together to find out why or will they destroy each other in their fight to escape,5.1,35,28
in the wild west two brothers embark on a journey to collect a bounty in a desperate attempt to save their home but what they find along the way is more than they bargained for,4.1,35,29
agent  is back in the second installment of the james bond series this time battling a secret crime organization known as spectre russians rosa klebb and kronsteen are out to snatch a decoding device known as the lektor using the ravishing tatiana to lure bond into helping them bond willingly travels to meet tatiana in istanbul where he must rely on his wits to escape with his life in a series of deadly encounters with the enemy,6.9,77,57
the toxic avenger is lured to tokyo japan by the evil corporation apocalypse inc so while the toxic avenger is fighting crime in tokyo apocalypse inc spread evil in tromaville,5.3,30,20
miles monroe a clarinetplaying health food store proprietor is revived out of cryostasis  years into a future world in order to help rebels fight an oppressive government regime,7.0,28,27
for yearold jay fall should be about school boys and weekends out at the lake but a seemingly innocent physical encounter turns sour and gives her the inescapable sense that someone or something is following her faced with this burden jay and her teenage friends must find a way to escape the horror that seems to be only a few steps behind,6.6,62,50
a collection of seven vignettes which each address a question concerning human sexuality,6.6,13,12
in a small alabama town in the s scrupulously honest and highly respected lawyer atticus finch puts his career on the line when he agrees to represent tom robinson a black man accused of rape the trial and the events surrounding it are seen through the eyes of finchs sixyearold daughter scout while robinsons trial gives the movie its momentum there are plenty of anecdotal occurrences before and after the court date scouts everstrengthening bond with older brother jem her friendship with precocious young dill harris her fathers nononsense reactions to such lifeanddeath crises as a rampaging mad dog and especially scouts reactions to and relationship with boo radley the reclusive village idiot who turns out to be her salvation when she is attacked by a venomous bigot,8.0,128,99
max rockatansky returns as the heroic loner who drives the dusty roads of a postapocalyptic australian outback in an unending search for gasoline arrayed against him and the other scraggly defendants of a fueldepot encampment are the bizarre warriors commanded by the charismatic lord humungus a violent leader whose scruples are as barren as the surrounding landscape,7.3,57,46
returning home with his father after a shopping expedition wong feihong is unwittingly caught up in the battle between foreigners who wish to export ancient chinese artifacts and loyalists who dont want the pieces to leave the country feihong must fight against the foreigners using his drunken boxing style and overcome his fathers antagonism as well,7.2,56,46
female born teena brandon adopts his male identity of brandon teena and attempts to find himself and love in nebraska,7.2,20,17
sarah returns with her father and uncle to fix up the familys longtime summerhouse after it was violated by squatters in the offseason as they work in the dark sarah begins to hear sounds from within the walls of the boardedup building although she barely remembers the place sarah senses the past may still haunt the home,5.2,57,46
a tragic love story set in east berlin with the backdrop of an undercover stasi controlled culture stasi captain wieler is ordered to follow author dreyman and plunges deeper and deeper into his life until he reaches the threshold of doubting the system,7.9,43,37
as law enforcement officers adam mitchell nathan hayes and their partners are confident and focused they willingly stand up to the worst the streets have to offer yet at the end of the day they face a challenge that none of them are truly prepared to tackle fatherhood they know that god desires to turn the hearts of fathers to their children but their children are beginning to drift further and further away from them when tragedy hits home these men are left wrestling with their hopes their fears their faith and their fathering can a new found urgency help these dads draw closer to god  and to their children courageous is the fourth release of sherwood pictures the movie making ministry of sherwood church in albany georgia,6.8,128,86
fast eddie felson is a smalltime pool hustler with a lot of talent but a selfdestructive attitude his bravado causes him to challenge the legendary minnesota fats to a highstakes match,7.6,31,27
mcmasters and sand come to oil towns to get rich betsey comes west intending to marry sand but marries mcmasters instead getting rich and losing it all teaches mcmasters and sand the value of personal ties,6.5,36,27
when her grandson is kidnapped during the tour de france madame souza and her beloved pooch bruno team up with the belleville sistersan aged songanddance team from the days of fred astaireto rescue him,7.3,34,30
young indian man thomas is a nerd in his reservation wearing oversize glasses and telling everyone stories noone wants to hear his parents died in a fire in  and thomas was saved by arnold arnold soon left his family and victor hasnt seen his father for  years when victor hears arnold has died thomas offers him funding for the trip to get arnolds remains,6.6,64,48
an original mix of fiction and reality illuminates the life of comic book hero everyman harvey pekar,7.1,17,16
nine years ago two strangers met by chance and spent a night in vienna that ended before sunrise they are about to meet for the first time since now they have one afternoon to find out if they belong together,7.6,40,37
three different people in mexico city are catapulted into dramatic and unforeseen circumstances in the wake of a terrible car crash a young punk stumbles into the sinister underground world of dog fighting an injured supermodels designer pooch disappears into the apartments floorboards and an exradical turned hit man rescues a gunshot rotweiler,7.6,53,43
tracy is a normal yearold trying to make it in school after befriending the most popular girl at school evie tracys world is turned upside down when evie introduces her to a world of sex drugs and cash but it isnt long before tracys new world and attitude finally takes a toll on her her family and old friends,6.7,59,45
a magazine writer poses as a jew to expose antisemitism,6.8,10,9
 yearold ree dolly sets out to track down her father who put their house up for his bail bond and then disappeared if she fails ree and her family will be turned out into the ozark woods challenging her outlaw kins code of silence and risking her life ree hacks through the lies evasions and threats offered up by her relatives and begins to piece together the truth,6.8,68,53
a documentary based on the book of the same name by joe simpson about simpsons and simon yates disastrous and nearfatal attempt to climb m siula grande in the cordillera huayhuash in the peruvian andes in ,7.6,36,30
roger grant a classical violinist disappoints his family and teacher when he organizes a jazz band but he and the band become successful roger falls in love with his singer stella but his reluctance to lose her leads him to thwart her efforts to become a solo star when the world war separates them in  stella marries rogers best friend charlie roger comes home after the war and an important concert at carnegie hall brings the corners of the romantic triangle together,4.8,82,59
the feature film debut by artist miranda july about a various comic situations and plots that intertwine one story line is about a father who is ending his marriage and the other story is of a video artist possibly autobiographical of miranda july also played by her who is desperately trying to get her work in a modern art museum the film won camra dor at cannes,7.0,67,48
a film that exposes the shocking truth behind the economic crisis of  the global financial meltdown at a cost of over  trillion resulted in millions of people losing their homes and jobs through extensive research and interviews with major financial insiders politicians and journalists inside job traces the rise of a rogue industry and unveils the corrosive relationships which have corrupted politics regulation and academia,7.7,65,51
young cole carter dreams of hitting the big time as a hollywood disc jockey spending his days and nights hanging with buddies and working on the one track that will set the world on fire opportunity comes knocking when he meets james reed a charismatic dj who takes the yearold under his wing soon his seemingly clear path to success gets complicated when he starts falling for his mentors girlfriend jeopardizing his new friendship and the future he seems destined to fulfill,6.3,82,66
an africanamerican mafia hit man who models himself after the samurai of old finds himself targeted for death by the mob,7.2,21,19
jim davis is an exarmy ranger who finds himself slipping back into his old life of petty crime after a job offer from the lapd evaporates his best friend is pressured by his girlfriend sylvia to find a job but jim is more interested in hanging out and making cash from small heists while trying to get a law enforcement job so he can marry his mexican girlfriend,6.3,68,55
based on a miraculous true story that drew the attention of the entire nation is the dramatic thrilling and spiritual journey of ashley smith and brian nichols  after being taken hostage by brian in her own apartment ashley turns to rick warrens inspirational book the purpose driven life for guidance  in reading from the book ashley not only finds purpose in her own life but helps brian find a more peaceful resolution to a harrowing situation,5.6,76,56
a contemporary comedy set in los angeles full frontal traces the complicated relationship among seven friends as they deal with the fragile connections that bind them together full frontal takes place during a twentyfour hour period  a day in the life of missed connections,4.8,44,36
playing around with a ouija board a trio of friends succeeds in contacting the spirit of a young boy trouble begins when the evil spirit malfeitor takes over one of their bodies,5.9,32,26
a group of new yorkers caught up in their milieu converge at an underground salon infamous for its blend of art music politics and carnality the characters converge in a weekly brooklyn salon loosely inspired by various underground nyc gatherings that took place in the early s,6.3,47,39
much awarded animated documentary in which director and israeli army veteran ari folman interviews friends and former soldiers about their memories of  the  lebanon war and especially the sabra and shatila massacre in beirut the usage on animation enabled folman to illustrate their personal memories and dreams,7.8,47,37
the story of lehi and his wife sariah and their four sons laman lemuel sam and nephi lehi leaves jerusalem because he prophesied unto the people concerning the destruction of jerusalem and they sought his life he journeys into the wilderness with his family he sends nephi and his brethren back to jerusalem after the brass plates and the family of ishmael the sons and daughters of lehi marry the sons and daughters of ishmael they take their families and continue into the wilderness ishmael dies in the wilderness they come to the sea nephis brethren rebel against him he confounds them and builds a ship they cross the sea to the promised land in the americas lehi dies in the promised land nephis brethren rebel against him again nephi departs again into the wilderness,5.0,135,64
chronological look at the fiasco in iraq especially decisions made in the spring of   and the backgrounds of those making decisions  immediately following the overthrow of saddam no occupation plan an inadequate team to run the country insufficient troops to keep order and three edicts from the white house announced by bremmer when he took over,7.2,56,45
minnie goetze is a yearold aspiring comicbook artist coming of age in the haze of the s in san francisco insatiably curious about the world around her minnie is a pretty typical teenage girl oh except that shes sleeping with her mothers boyfriend,6.8,43,35
archival material from the original nasa film footage  much of it seen for the first time  plus interviews with the surviving astronauts including jim lovell dave scott john young gene cernan mike collins buzz aldrin alan bean edgar mitchell charlie duke and harrison schmitt,7.6,44,42
set in  this drama follows a group of settlers as they embark on a punishing journey along the oregon trail when their guide leads them astray the expedition is forced to contend with the unforgiving conditions of the high plain desert,6.5,41,36
in  a seemingly typical shoestring budget pornographic film was made in a florida hotel deep throat starring linda lovelace this film would surpass the wildest expectation of everyone involved to become one of the most successful independent films of all time it caught the public imagination which met the spirit of the times even as the self appointed guardians of public morality struggled to suppress it and created for a brief moment a possible future where sexuality in film had a bold artistic potential this film covers the story of the making of this controversial film its stunning success its hysterical opposition along with its dark side of mob influence and allegations of the on set mistreatment of the films star in short the combined events would redefine the popular appeal of pornography even as more cynical developments would lead it down other paths,6.8,144,98
is it just another evening at the hugely popular italian restaurant of proprietor and bookmaker louis cropa in new york anything but as tonights guests include a local police detective and his wife specially invited by the owner on the balcony rival bookmaker gangsters from queens who want to become partners in the restaurant in the corner renowned food critic the food nymph is her usual demanding self and at the bar seemingly unnoticed is ken as the evening continues enter duncan inveterate gambler and souschef ontheline in the frenetic kitchen downstairs who acts as the catalyst that causes the evening to draw to its inevitable explosive deadly conclusion,7.1,109,80
iris can best be described as a wallflower she begins her first day as a temp for the nondescript global credit association by waiting in a chair for two hours,5.6,30,26
four guys one camera and their experience chronicling the exhilarating and terrifying rite of passage losing your virginity as these guys help their buddy get laid theyll have to survive friends with benefits internet hookups even porn stars during an adventure that proves why you will always remember your first time,4.6,51,47
fred a raffish safe blower takes refuge in the paris metro after being chased by the henchmen of a shady businessman from whom he has just stolen some documents while hiding out in the back rooms and conduits of the metro fred encounters a subterranean society of eccentric characters and petty criminals despite being pursued by the henchmen fred finds the time to flirt with hlna blow a safe rob a train evade the hapless metro police and start a rock band,6.3,82,58
an american artist living a bohemian existence in paris tom warshaw david duchovny is trying to make sense of his troubled adult life by reflecting upon his extraordinary childhood,6.1,29,28
dawn is an active member of her highschool chastity club but when she meets tobey nature takes its course and the pair answer the call they suddenly learn she is a living example of the vagina dentata myth when the encounter takes a grisly turn,5.2,45,36
in a postapocalyptic world where the russians have taken over a nuked usa and elvis is king of lost vegas buddy is a s rocker and wandering warrior rolled into one toocool package armed with his sixstring in one hand and his sword in the other buddy is on his way to vegas to succeed elvis as king along the way he saves an orphan who decides to tag along,5.8,70,49
raju a waiter is in love with the famous tv reporter greeta kapoor after a man is murdered kapoor shows up at rajus door to ask him some questions  it turns out that raju served the dead man his last supper and the authorities hope that he might be able to help them raju lies and says that he was an eye witness in order to spend more time with kapoor he gives the police a false description of the killer but it matches his best friend kutti so soon kutti is wanted by the police and the mafia who is responsible for the killing is after raju,0.0,108,74
its all gone pete tong is a comedy following the tragic life of legendary frankie wilde the story takes us through frankies life from one of the best djs alive through subsequent battle with a hearing disorder culminating in his mysterious disappearance from the scene,7.1,45,37
an exgambler is lured back into the game by a veteran insurancefraud investigator,5.9,13,13
in a typical english workingclass town the juveniles have nothing more to do than hang around in gangs one day alan darcy a highly motivated man with the same kind of youth experience starts trying to get the young people off the street and into doing something they can believe in boxing darcy opens a boxing club aiming to bring the rival gangs together,6.3,64,51
stonewall is a drama about a young man in new york caught up during the  stonewall riots a pivotal event widely considered the starting point for the modern gay civil rights movement,5.2,32,27
this is the story of romeo a dude who was living the life he had the works  the mansion to live in the chicks to party with and the cars to be driven around in until one day the family he was the favourite pet of decided to move and left him back abandoned on the mean streets of mumbai romeo is now faced with situations he has never been in before he encounters four strays who scare the daylights out of him but soon he smooth talks his way into their hearts and he makes friends then romeo finds love he encounters the beautiful ravishing laila the most beautiful girl he has ever seen  and he loses his heart to her at first sight finally he encounters a villain the dreaded don of the area  charlie anna the don who everyone is scared of so hop on to the adventure as romeo wins friendship love and a new life  in spite of charlie anna and his gang,6.7,168,101
using the internet and global satellites a group of gangsters pull off the biggest bank heist in the mafias history,5.0,20,18
a man who stops into a foster home to drop off some donations soon tells the kids a story about two teenage friends who uncover a longlost medallion that transports them back in time,5.6,34,30
in new york a struggling actress and a successful writer sing about their failed marriage from two perspectives,5.5,18,17
